23:12:05.588969 ARP, Request who-has 10.0.0.2 tell 10.0.0.1, length 28

23:12:05.594935 ARP, Reply 10.0.0.2 is-at e6:14:f1:bd:ca:16, length 28

23:12:05.602819 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1:25, ack 1, win 58, options [nop,nop,TS val 722425 ecr 722424], length 24
23:12:15.753759 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1188833:1191729, ack 1, win 58, options [nop,nop,TS val 724939 ecr 724939], length 2896

23:12:15.778047 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1191729:1194625, ack 1, win 58, options [nop,nop,TS val 724945 ecr 724945], length 2896

23:12:15.802334 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1194625:1197521, ack 1, win 58, options [nop,nop,TS val 724951 ecr 724951], length 2896

23:12:15.826420 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1197521:1200417, ack 1, win 58, options [nop,nop,TS val 724957 ecr 724957], length 2896

23:12:15.850728 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1200417:1203313, ack 1, win 58, options [nop,nop,TS val 724964 ecr 724963], length 2896

23:12:15.874850 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1203313:1206209, ack 1, win 58, options [nop,nop,TS val 724970 ecr 724969], length 2896

23:12:15.899116 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1206209:1209105, ack 1, win 58, options [nop,nop,TS val 724976 ecr 724975], length 2896

23:12:15.923322 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1209105:1212001, ack 1, win 58, options [nop,nop,TS val 724982 ecr 724981], length 2896

23:12:15.947514 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1212001:1214897, ack 1, win 58, options [nop,nop,TS val 724988 ecr 724987], length 2896

23:12:15.971714 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1214897:1217793, ack 1, win 58, options [nop,nop,TS val 724994 ecr 724993], length 2896

23:12:15.995881 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1217793:1220689, ack 1, win 58, options [nop,nop,TS val 725000 ecr 724999], length 2896

23:12:16.020107 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1220689:1223585, ack 1, win 58, options [nop,nop,TS val 725006 ecr 725005], length 2896

23:12:16.044552 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1223585:1226481, ack 1, win 58, options [nop,nop,TS val 725012 ecr 725011], length 2896

23:12:16.068884 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1226481:1229377, ack 1, win 58, options [nop,nop,TS val 725018 ecr 725017], length 2896

23:12:16.092731 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1229377:1232273, ack 1, win 58, options [nop,nop,TS val 725024 ecr 725023], length 2896

23:12:16.117165 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1232273:1235169, ack 1, win 58, options [nop,nop,TS val 725030 ecr 725029], length 2896

23:12:16.141507 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1235169:1238065, ack 1, win 58, options [nop,nop,TS val 725042 ecr 725042], length 2896

23:12:16.165454 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1238065:1240961, ack 1, win 58, options [nop,nop,TS val 725042 ecr 725042], length 2896

23:12:16.189866 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1240961:1243857, ack 1, win 58, options [nop,nop,TS val 725048 ecr 725048], length 2896

23:12:16.214164 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1243857:1246753, ack 1, win 58, options [nop,nop,TS val 725054 ecr 725054], length 2896

23:12:16.238186 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1246753:1249649, ack 1, win 58, options [nop,nop,TS val 725060 ecr 725060], length 2896

23:12:16.262533 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1249649:1252545, ack 1, win 58, options [nop,nop,TS val 725066 ecr 725066], length 2896

23:12:16.286733 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1240961:1242409, ack 1, win 58, options [nop,nop,TS val 725079 ecr 725078], length 1448

23:12:16.298812 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1242409:1243857, ack 1, win 58, options [nop,nop,TS val 725085 ecr 725084], length 1448

23:12:16.310869 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1252545:1255441, ack 1, win 58, options [nop,nop,TS val 725085 ecr 725084], length 2896

23:12:16.335095 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1255441:1258337, ack 1, win 58, options [nop,nop,TS val 725091 ecr 725090], length 2896

23:12:16.359320 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1258337:1259785, ack 1, win 58, options [nop,nop,TS val 725097 ecr 725096], length 1448

23:12:16.371339 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1259785:1261233, ack 1, win 58, options [nop,nop,TS val 725100 ecr 725099], length 1448

23:12:16.383524 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1261233:1264129, ack 1, win 58, options [nop,nop,TS val 725103 ecr 725102], length 2896

23:12:16.407720 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1264129:1267025, ack 1, win 58, options [nop,nop,TS val 725109 ecr 725108], length 2896

23:12:16.432252 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1267025:1269921, ack 1, win 58, options [nop,nop,TS val 725115 ecr 725114], length 2896

23:12:16.456250 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1269921:1272817, ack 1, win 58, options [nop,nop,TS val 725121 ecr 725120], length 2896

23:12:16.480602 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1272817:1275713, ack 1, win 58, options [nop,nop,TS val 725121 ecr 725120], length 2896

23:12:16.504713 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1275713:1278609, ack 1, win 58, options [nop,nop,TS val 725127 ecr 725126], length 2896

23:12:16.528936 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1278609:1281505, ack 1, win 58, options [nop,nop,TS val 725133 ecr 725133], length 2896

23:12:16.553291 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1281505:1284401, ack 1, win 58, options [nop,nop,TS val 725139 ecr 725139], length 2896

23:12:16.577502 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1284401:1287297, ack 1, win 58, options [nop,nop,TS val 725145 ecr 725145], length 2896

23:12:16.601621 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1287297:1290193, ack 1, win 58, options [nop,nop,TS val 725151 ecr 725151], length 2896

23:12:16.625901 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1290193:1293089, ack 1, win 58, options [nop,nop,TS val 725157 ecr 725157], length 2896

23:12:16.649891 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1293089:1295985, ack 1, win 58, options [nop,nop,TS val 725163 ecr 725163], length 2896

23:12:16.674355 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1295985:1298881, ack 1, win 58, options [nop,nop,TS val 725169 ecr 725169], length 2896

23:12:16.698572 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1298881:1301777, ack 1, win 58, options [nop,nop,TS val 725175 ecr 725175], length 2896

23:12:16.722765 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1301777:1304673, ack 1, win 58, options [nop,nop,TS val 725182 ecr 725181], length 2896

23:12:16.746955 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1304673:1307569, ack 1, win 58, options [nop,nop,TS val 725188 ecr 725187], length 2896

23:12:16.771052 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1307569:1310465, ack 1, win 58, options [nop,nop,TS val 725194 ecr 725193], length 2896

23:12:16.795656 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1310465:1313361, ack 1, win 58, options [nop,nop,TS val 725200 ecr 725199], length 2896

23:12:16.819635 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1313361:1316257, ack 1, win 58, options [nop,nop,TS val 725206 ecr 725205], length 2896

23:12:16.844002 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1316257:1319153, ack 1, win 58, options [nop,nop,TS val 725212 ecr 725211], length 2896

23:12:16.868059 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1319153:1322049, ack 1, win 58, options [nop,nop,TS val 725218 ecr 725217], length 2896

23:12:16.892232 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1322049:1324945, ack 1, win 58, options [nop,nop,TS val 725224 ecr 725223], length 2896

23:12:16.916523 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1324945:1327841, ack 1, win 58, options [nop,nop,TS val 725230 ecr 725229], length 2896

23:12:16.940955 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1327841:1330737, ack 1, win 58, options [nop,nop,TS val 725236 ecr 725236], length 2896

23:12:16.964881 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1330737:1333633, ack 1, win 58, options [nop,nop,TS val 725242 ecr 725241], length 2896

23:12:16.989257 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1333633:1336529, ack 1, win 58, options [nop,nop,TS val 725248 ecr 725248], length 2896

23:12:17.013534 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1336529:1339425, ack 1, win 58, options [nop,nop,TS val 725254 ecr 725254], length 2896

23:12:17.037601 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1339425:1342321, ack 1, win 58, options [nop,nop,TS val 725260 ecr 725260], length 2896

23:12:17.061955 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1342321:1345217, ack 1, win 58, options [nop,nop,TS val 725266 ecr 725266], length 2896

23:12:17.086111 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1345217:1348113, ack 1, win 58, options [nop,nop,TS val 725272 ecr 725272], length 2896

23:12:17.110295 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1348113:1351009, ack 1, win 58, options [nop,nop,TS val 725278 ecr 725278], length 2896

23:12:17.134491 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1351009:1353905, ack 1, win 58, options [nop,nop,TS val 725284 ecr 725284], length 2896

23:12:17.158691 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1353905:1356801, ack 1, win 58, options [nop,nop,TS val 725291 ecr 725290], length 2896

23:12:17.182865 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1356801:1359697, ack 1, win 58, options [nop,nop,TS val 725297 ecr 725296], length 2896

23:12:17.207325 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1359697:1362593, ack 1, win 58, options [nop,nop,TS val 725303 ecr 725302], length 2896

23:12:17.231631 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1362593:1365489, ack 1, win 58, options [nop,nop,TS val 725309 ecr 725308], length 2896

23:12:17.255668 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1365489:1368385, ack 1, win 58, options [nop,nop,TS val 725315 ecr 725314], length 2896

23:12:17.280021 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1368385:1371281, ack 1, win 58, options [nop,nop,TS val 725327 ecr 725326], length 2896

23:12:17.304297 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1371281:1374177, ack 1, win 58, options [nop,nop,TS val 725327 ecr 725326], length 2896

23:12:17.328336 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1374177:1377073, ack 1, win 58, options [nop,nop,TS val 725333 ecr 725332], length 2896

23:12:17.352679 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1377073:1379969, ack 1, win 58, options [nop,nop,TS val 725339 ecr 725338], length 2896

23:12:17.376899 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1379969:1382865, ack 1, win 58, options [nop,nop,TS val 725345 ecr 725344], length 2896

23:12:17.401013 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1382865:1385761, ack 1, win 58, options [nop,nop,TS val 725351 ecr 725351], length 2896

23:12:17.425257 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1385761:1388657, ack 1, win 58, options [nop,nop,TS val 725357 ecr 725357], length 2896

23:12:17.449722 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1388657:1391553, ack 1, win 58, options [nop,nop,TS val 725363 ecr 725363], length 2896

23:12:17.473678 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1391553:1394449, ack 1, win 58, options [nop,nop,TS val 725369 ecr 725369], length 2896

23:12:17.497765 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1394449:1397345, ack 1, win 58, options [nop,nop,TS val 725375 ecr 725375], length 2896

23:12:17.522061 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1397345:1398793, ack 1, win 58, options [nop,nop,TS val 725378 ecr 725375], length 1448

23:12:17.534200 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1398793:1400241, ack 1, win 58, options [nop,nop,TS val 725382 ecr 725381], length 1448

23:12:17.546212 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1400241:1403137, ack 1, win 58, options [nop,nop,TS val 725388 ecr 725387], length 2896

23:12:17.570527 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1391553:1393001, ack 1, win 58, options [nop,nop,TS val 725399 ecr 725399], length 1448

23:12:17.582534 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1393001:1394449, ack 1, win 58, options [nop,nop,TS val 725406 ecr 725405], length 1448

23:12:17.594830 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1403137:1404585, ack 1, win 58, options [nop,nop,TS val 725406 ecr 725405], length 1448

23:12:17.607020 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1404585:1406033, ack 1, win 58, options [nop,nop,TS val 725409 ecr 725408], length 1448

23:12:17.619207 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1406033:1408929, ack 1, win 58, options [nop,nop,TS val 725412 ecr 725411], length 2896

23:12:17.643182 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1408929:1410377, ack 1, win 58, options [nop,nop,TS val 725418 ecr 725417], length 1448

23:12:17.655348 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1410377:1411825, ack 1, win 58, options [nop,nop,TS val 725421 ecr 725420], length 1448

23:12:17.667566 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1411825:1414721, ack 1, win 58, options [nop,nop,TS val 725424 ecr 725423], length 2896

23:12:17.691891 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1414721:1417617, ack 1, win 58, options [nop,nop,TS val 725430 ecr 725429], length 2896

23:12:17.715880 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1417617:1420513, ack 1, win 58, options [nop,nop,TS val 725436 ecr 725435], length 2896

23:12:17.740236 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1420513:1423409, ack 1, win 58, options [nop,nop,TS val 725442 ecr 725441], length 2896

23:12:17.764492 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1423409:1426305, ack 1, win 58, options [nop,nop,TS val 725442 ecr 725441], length 2896

23:12:17.788567 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1426305:1429201, ack 1, win 58, options [nop,nop,TS val 725448 ecr 725447], length 2896

23:12:17.812883 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1429201:1432097, ack 1, win 58, options [nop,nop,TS val 725454 ecr 725453], length 2896

23:12:17.837056 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1432097:1434993, ack 1, win 58, options [nop,nop,TS val 725460 ecr 725460], length 2896

23:12:17.861275 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [P.], seq 1434993:1437889, ack 1, win 58, options [nop,nop,TS val 725466 ecr 725466], length 2896

23:12:17.885466 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [.], seq 1437889:1440785, ack 1, win 58, options [nop,nop,TS val 725472 ecr 725472], length 2896

23:12:17.909612 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [FP.], seq 1440785:1441817, ack 1, win 58, options [nop,nop,TS val 725472 ecr 725472], length 1032

23:12:18.186704 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [FP.], seq 1440785:1441817, ack 1, win 58, options [nop,nop,TS val 725571 ecr 725496], length 1032

23:12:18.486700 IP 10.0.0.1.56477 > 10.0.0.2.5001: Flags [FP.], seq 1440785:1441817, ack 1, win 58, options [nop,nop,TS val 725646 ecr 725496], length 1032



cnt=
568
